"GenID","CT21_EL_BLUE","CT21_EW_BLUE","CT21_COV_BLUE","CT21_SOL_BLUE","CT21_TP_BLUE","CT21_CUR_BLUE","CT21_TPF_BLUE","CT21_KRF_BLUE","CT21_Germ_BLUE","CT21_PH_BLUE","CT21_EH_BLUE","CT21_LA_BLUE","CT21_FLH_BLUE","CT21_TIL_BLUE","CT21_BN_BLUE","CT21_DTP_BLUE","CT21_AC_BLUE","CT21_DTS_BLUE","CT21_SC_BLUE","CT21_TE_BLUE","CT21_EL_BLUP","CT21_EW_BLUP","CT21_COV_BLUP","CT21_SOL_BLUP","CT21_TP_BLUP","CT21_CUR_BLUP","CT21_TPF_BLUP","CT21_KRF_BLUP","CT21_Germ_BLUP","CT21_PH_BLUP","CT21_EH_BLUP","CT21_LA_BLUP","CT21_FLH_BLUP","CT21_TIL_BLUP","CT21_BN_BLUP","CT21_DTP_BLUP","CT21_AC_BLUP","CT21_DTS_BLUP","CT21_SC_BLUP","CT21_TE_BLUP"
"442A-431-68D",11.0283827011912,3.09928683927751,0.833831898367863,0.923266281783819,100.323186530925,20.1985704317625,0.913486468450775,0.161263572199396,34.906039214824,153.074872620834,28.6272449670767,56.9388267614882,115.890548548016,0.0216631804720084,6.9251254835338,64.9427043870503,1.01092758379606,66.5581017222852,1.35185137760891,34.282554197418,11.3066813811042,3.14416088972194,0.832573885311563,0.92856994483985,96.6761045210272,17.8445226218221,0.912976099476232,0.147296924376612,36.8788748465422,150.912312806011,28.7494729217627,55.7442843958819,111.631769867462,0.220396864260164,7.38489256243754,64.7688475743725,1.13007854062735,66.2894230157453,1.41618026968386,32.9864525312499
"469",14.7639971466881,3.39384836808683,0.842956244926892,0.947301514960977,77.4646482397998,14.0943094980899,0.912764160538847,0.130950091427778,59.6466639714521,113.586177247507,22.1271270542667,40.216614955576,83.5735972552753,0.429219945393368,6.98471563347509,54.0933045081961,1.01084006814327,53.7687314209711,2.68938880169208,30.199512525711,14.5388280604876,3.38648255489402,0.838817314046806,0.944387104213892,79.3516020640131,15.1306270445744,0.912860134461446,0.1310435800542,58.0942520605032,114.622170890697,23.0692480643041,41.1888623096846,85.4470408540416,0.52313592050384,7.28205333799918,54.6098289774367,1.13007852506983,54.3718394031189,2.67602947932786,31.1740761773516
"471_U6",10.7462020482492,3.19366366101176,0.822822878565231,0.934145153035975,82.0651519376189,14.8518912765624,0.957543030233347,0.0586786948434654,46.6371218017536,131.61879450997,26.8243030983706,30.46658549332,91.888961903963,2.10505627918124,6.98083549197916,70.0055386874321,1.00977434784566,69.7484638264604,3.02465397238633,38.9493996455931,11.0313376019581,3.21362671257745,0.825040996541912,0.935587173794976,82.9551805650311,15.4253142404904,0.937708411031871,0.0927257336210241,46.6114706953845,130.835742024684,27.051967292734,32.6578867235369,91.9825203447664,1.74081340121902,7.27393692422748,69.5438856977418,1.13007841331311,69.2810729068219,2.99358386985833,34.5643032384536
"592",14.3080399890781,2.8928014980491,0.868120045085237,0.951964107512624,65.9653917865249,10.0900256657184,0.955844278445857,0.0836355532236226,91.9537042930831,126.837629371297,26.9165249634571,65.1333090118006,93.4738790583612,1.97330543824324,9.36949376251534,57.6430240881858,1.00929425158926,58.7348362873808,1.69338478095901,33.6144842570925,14.1216272741031,2.95598643326631,0.856035813324173,0.948296458793529,71.0348430750443,13.2867323295243,0.937053339423587,0.105727105940066,85.8652171153062,126.148521508334,26.8205211696378,62.9431075767383,92.9224766866777,1.63843754631256,9.18296072803574,57.959526722627,1.1300783552421,59.0229138102243,1.73706657699526,32.3920514721896
"789",14.7797700749479,3.2941939217424,0.847484111548334,0.939484786956941,87.6422867729644,16.0954952577943,0.898923620494127,0.137115730790432,54.4882172897124,96.9498168771225,15.564458509529,42.7166162068683,68.7245816934155,0.427965619888944,6.67214744040526,55.3828202736925,3.00957136743068,56.3020218371808,3.02276688406215,28.1957373285406,14.5437422437104,3.30935876429339,0.841915423367969,0.938700180242011,87.4613256961372,16.0157456889522,0.904762457176949,0.134663823420739,53.4877899005283,99.4388868592855,17.3920476744508,43.3593718145369,73.4968384499119,0.524654385891675,7.04643921178179,55.7794945073056,2.94891395277014,56.6917433021004,2.99118111484873,30.321950466331
"81-1",12.0710195081587,2.10644471380508,0.883750283769956,0.920529001787994,46.3789153502758,9.36130059186957,0.970490006370398,0.0410343733960301,30.4273279421758,166.220968663367,62.0486497908848,36.6333124081882,125.944349718265,0.659769151872197,16.4393842305295,78.5557164940937,2.99726825779517,78.7191774719004,2.98878711213523,38.5619502613883,12.1988646065082,2.28597362474285,0.866730914115992,0.926637280483122,56.1218323590879,12.9051968257215,0.945144247476646,0.0827226204709862,32.8661738286282,162.359554717172,57.1317583410398,38.118976991605,119.555578383557,0.694441624127583,15.0822014262952,75.7464719008399,2.85022002335038,75.6865948153595,2.91568513498461,34.3661517942425
"83610b",14.6673689743071,3.46216931893732,0.806860097108378,0.944764652882391,68.6612113644063,11.2488157744895,0.949899371417976,0.110751566270337,54.2575182564815,146.02938246544,29.910430728684,44.8833014004786,112.096385125778,0.407313998674605,11.4000320140622,61.613440899207,1.34379623187836,62.2846520498217,1.03116609529642,35.072816348963,14.4284910128051,3.44291613236918,0.814118311433759,0.942422160424742,72.5695745672841,13.8042523349903,0.933608210007068,0.120560303643656,53.5440082312547,144.342170396259,29.9030008421623,45.282608404477,108.833612208557,0.500980001772277,11.0375027880326,61.6457500563403,1.43321772890115,62.300254909636,1.11147969305796,33.0201720584079
"83612b",11.9272631188917,3.54370542668629,0.852665789979784,0.961573760918865,90.4541022333058,12.4630677778461,0.941116836987236,0.101203671946718,72.7136953166437,125.818924186659,25.8035387782964,35.7999641757471,99.5873768262778,0.184406218454693,6.64969314240983,63.4135221426602,1.00912805911714,62.4941779334505,1.01776745872338,26.9371981262221,12.0685125407126,3.52959086690848,0.845460972522257,0.953488401006866,89.6333439428648,14.3901135132499,0.928789607928507,0.114881714822977,69.5107571690456,125.660091807374,26.1288652334703,37.3791136055916,97.7483526502841,0.346550169731721,6.95989246180705,63.3251119038622,1.13007838840225,62.4948954351999,1.10191958848118,29.9824157241145
"908",15.0333135917825,3.25821829045849,0.845828664756147,0.943912268796788,76.962142295979,13.1421736996398,0.947544765648499,0.0764653423542785,64.1962785024263,135.07515409777,36.1385200382451,46.3000219803783,100.483482601166,1.71571600644763,7.91166170955244,56.4740477315839,3.00971403960508,56.4550439416115,3.02979339101087,33.8133864221232,14.6587879600508,3.28423898706983,0.839088967803532,0.94179419757218,79.7291767140117,14.9407734486952,0.928671365529951,0.107686530750205,61.6948132720174,133.977610163347,34.9269829698013,46.5791384905897,99.0121781433114,1.4586875657433,7.96904778325116,56.8708718648162,2.94891395898229,56.9097907765586,2.99685504689339,32.5484057354173
"A10579",13.4037192245924,2.99620540495538,0.803476292721658,0.899939804133813,54.0805580373704,12.7864110273544,0.788290259643458,0.315461645647301,9.66971432687905,98.3626008396712,19.697055763204,70.7999639854239,66.8626427826225,0.532803361311959,11.4529585875608,71.1487657094406,3.0102829275114,71.4634363634868,3.02622707322148,27.5534464459415,13.3183974546593,3.07868626485363,0.814158752843048,0.916409945063007,64.7123815716519,14.8381022181826,0.854257251787004,0.211395280355747,14.9066121531527,100.451976590342,20.8847389010992,67.8619978140855,71.4490853788148,0.60130428274289,10.9235335905,70.5877510352394,2.948913979706,70.8531439564154,2.99207781727767,30.3273099881454
"A15",13.3910891667124,3.85485547983339,0.831901926600431,0.942729398366771,114.513502461701,16.9238878707408,0.933193632826013,0.120335791897939,89.9327820969149,129.679075552216,35.2524841402427,43.0499413944844,101.961122779877,-0.00289801204134199,4.38606013036278,56.8962544043582,1.67886307397435,57.0806406669074,1.0255332855871,27.9760690023706,13.3413844414846,3.79340515738631,0.831253263053213,0.940886568093699,107.534697780519,16.3656364447168,0.924842833941551,0.125109623869107,84.1868074676784,129.323980897087,34.3665429616114,43.6358807806778,100.486401724023,0.209800127032326,5.12533256939615,57.2352516717043,1.73635718365517,57.443977565402,1.10550834311528,30.2526415639552
"A632_sh2sh2",14.6011359783216,3.27522978349905,0.771876288907642,0.917113471096406,75.9296750617876,15.2569048611637,0.899869831322706,0.120666097927051,18.5364698315809,113.163945912408,26.7978465406436,43.0500180637677,87.4626080298369,0.817628102218458,6.58867023114137,67.6197810009651,3.00905198111298,68.1587421935055,3.0133973586551,27.191672714055,14.3989266302398,3.29400869373915,0.790180433487145,0.924120137361134,78.255973042653,15.5968285134446,0.905245092455917,0.125668326396969,22.4565926179902,114.332194422961,27.1316166820011,43.7575497418299,88.2302928188032,0.802179885173102,6.95504296143719,67.2723619910367,2.94891391859449,67.7653324287482,2.98344764753871,30.105447085436
"A632_susu",13.4247542783912,3.13806482393821,0.651486612323864,0.897140377217802,72.0454106892092,16.5200490522121,0.918905623883272,0.109976795720308,67.0882608627958,138.432463881942,47.1634128288472,49.6333271489998,115.260814386275,-0.0380847544436413,6.5214066194986,65.8540164017965,1.01053908509867,66.3732189267988,3.02127172150849,25.1083277989056,13.3545205237855,3.17280944232341,0.707802958037083,0.91075023337163,75.3902038107004,16.1874926075055,0.916089649154063,0.119782668570298,64.4059895234989,137.312015089002,44.6255783740379,49.4592613045417,110.622455024871,0.185593608203879,6.85305048583633,65.6065229006179,1.13007845638486,66.0930732264139,2.98777356952328,29.2676472399791
"A648",16.7537329549648,2.82938844501123,0.790699630325295,0.922409118985832,71.7947049489358,17.1033471157931,0.884972529135326,0.144298507284178,64.9291272053724,141.375127244945,27.6555507188329,40.2999707519379,105.388150865082,0.0289375107208663,5.06385113458628,68.0825245350848,2.34405205511337,67.4842151158121,3.02649176740404,34.5247434889421,16.2693661055604,2.91001455270495,0.803060301057179,0.927853916724504,75.5402522004454,16.5012574992036,0.896505307840796,0.138255331176315,62.5865910177091,139.649542847913,27.6287910136734,41.2767654412127,102.794714040151,0.234177732607995,5.6601346065969,67.6849430679435,2.34263553065296,67.1285491592829,2.99364111863281,32.8065940898465
